,text,meta_text
6866,<end>,<end>
6867,hey there . i'm interested in this bmw . ,intro
6868,what year is it and how many miles are on it ? ,inquire
6869,i'm not offering a bmw ,inform
6870,hi . are you selling a bmw ? ,inquire
6871,no i'm not - i'm selling an apartment ,inform
6872,<end>,<end>
6873,hello ,intro
6874,"hello , i was interested in your printer and would like some more info regarding it ",intro
6875,i've never actually used it . . . ( i did take it out though to make sure everything was there) - i'm asking $10 for it but if you could come get it tonight or tomorrow i can throw in 4 ink cartiridges for free ( probably worth around $35) ,init-price
6876,i was hoping to get if for less than 10 but the ink carts sound pretty good . i can do the 10 if you would be willing to meet me somewhere in between both our locations possibly ? ,inquire
6877,"yes , i can do $10 with the ink cart . and can meet at the target ",agree
6878,<end>,<end>
6879,"hey ! im interested in looking at your toyota , could i get a few details before i come out to buy it ? ",intro
6880,what would you like to know ? ,intro
6881,"im glad you have a clean title , but i'm curious , how many miles does the truck have ? ",inquire
6882,i don't honestly know off the top of my head ,inform
6883,"well , shoot . what are you asking for it ? ",inquire
6884,"$6,400 ",init-price
6885,"shesh , that is a little steep for such an old truck . ",vague-price
6886,could i meet you in the $5000 range ? ,counter-price
6887,the lowest i could go is $6000 . its in good condition . ,counter-price
6888,"you say that , but i can see in the picture that the right blinker is held on with duct tape , let alone the dint in the side . i thought you would jump at such an offer . ",supplemental
6889,it's a good truck . the kbb value is $7800 . $6000 is more than a fair price . i'm selling not giving it away ,vague-price
6890,i was just looking for something to give to my son . . . i'm not trying to break the bank . could we agree on $5500 ? ,counter-price
6891,how about $5800 ,counter-price
6892,hows $5700 ? thats honestly the best i can do . ,counter-price
6893,$5700 and i keep the rack . ,counter-price
6894,deal . ,agree
6895,ok deal ,agree
6896,<end>,<end>
6897,hello ,intro
6898,hi are you still selling the cables ? ,inquire
6899,yes i am ,inform
6900,are they in good condition ? ,inquire
6901,they are in excellent condition ,inform
6902,i can get a 3-pack of these cables at walmart for $25 so would you take $15 ? ,init-price
6903,i can do 17 ! ,counter-price
6904,okay we have a deal . ,agree
6905,great :) ,thanks
6906,<end>,<end>
6907,hello ? ? ? ,intro
6908,hi ,intro
6909,$290 sound fair ? ,init-price
6910,is that $290 a month ? ,inquire
6911,<end>,<end>
6912,"no , it is $290 one time ",init-price
6913,ok if you want to pay more thats fine ,agree
6914,"i am paying nothing , i am the seller . ",unknown
6915,lol on mine i'm the seller too ,unknown
6916,<end>,<end>
6917,hi do you still have the bike ? ,inquire
6918,"yes , i sure do . ",inform
6919,how old is the bike and is it in good condition ? ,inquire
6920,it's very new . i rode it three times and realized it's just too tall for me . love the bike it's just too tall . it's like new ! ,inform
6921,how about selling it to someone who would put it to good use for $125 ? ,init-price
6922,<end>,<end>
6923,"hi there , i am interested in your rental unit but would like to find out more . ",intro
6924,"hello , so i take it that you are very interested in buying this newly renovated apartment ? ",intro
6925,"yes , but the price you have listed is quite high . ",vague-price
6926,"i think it is a fair price considering how close it is to whole foods , but i am willing to negotiate . ",inform
6927,"i do like the proximity to whole foods , but the unit doesn't have its own laundry room , i would have to share the on-site one . ",supplemental
6928,"ok , does 1850 sound fair ? ",init-price
6929,"i think that's still too high . consider that i'm only getting one bedroom , so i don't even have space for guests . ",vague-price
6930,"well , it is only 6 miles from san francisco , maybe you can visit friends there . how about 1700 ? ",counter-price
6931,are you able to offer any other amenities or incentives for that price ? ,inquire
6932,i can throw in free cable tv . ,inform
6933,"you make a tempting offer . my budget is pretty tight though , would you be able to knock it down to 1550 for that deal ? ",counter-price
6934,"well , it is only 6 miles from san francisco , maybe you can visit friends there . how about 1700 ? ",counter-price
6935,sounds like a deal ! ,agree
6936,great ! ,thanks
6937,<end>,<end>
6938,"hi , is your truck still for sale ? ",inquire
6939,yes it is ! ,inform
6940,how many miles ? ,inquire
6941,"it is actually pretty low mileage , my grandmother only drove it to church on sundays . church wasn't very far , so it only has 15 , 000 miles on it . such a deal ! ",inform
6942,pretty cool grandma to be riding in a tacoma ,unknown
6943,"yeah , i come from a long line of rabble-rousers ! we originally got it for her for her rabbit farm , but she kept bring the bunnies in the house and not selling them . ",supplemental
6944,did you need a bunny with the truck ? ,inquire
6945,i don't need a bunny but is your grandma single ? how about i take her out for a nice steak dinner and give you $4400 for the truck ? ,init-price
6946,"sorry , grandma is a vegetarian and she needs more than that . she just received her medical marijuana farming license and there are a lot of start up costs . although , you can become one of her ""special"" customers and get a deal on the new crop . grandma can grow anything . (we are still recovering from the zucchini incident) . ",vague-price
6947,would you accept $5000 and i'll give her 100 sensi star clones ,counter-price
6948,"as the bunnies multiplied like , well , bunnies , sadly , we don't have quite enough room for the clones . if grandma throws in the medical license , two bunnies (they are trained in the art of self defense and would make excellent body guards (one of the reasons we had difficulty selling them for meat) . also , the price the train car and the hydroponic system is quite high . ",supplemental
6949,$5000 doesn't cover it . ,disagree
6950,oh did i mention that the truck has a hot tub in the back ? ,inquire
6951,<end>,<end>
6952,hello ,intro
6953,"hi there , i am interested in buying your couch . ",intro
6954,how old is it ? ,inquire
6955,it's only 3 months old practically like new . ,inform
6956,i even have a side table to go wtih it that i'll throw in free ,supplemental
6957,have the items been around pets ? i have some allergies . ,inquire
6958,"pet free , smoke free home ",inform
6959,"i appreciate your offer but i don't really have space for a table , my unit is pretty small . would you be willing to knock the price of the couch down to $35 without the table ? ",init-price
6960,$35 is lower than i'd like to go . how about we meet in the middle at $42 ? ,counter-price
6961,that sounds fair ! ,agree
6962,great ! thanks ! ,thanks
6963,<end>,<end>
6964,hello do you still have the mattress ? ,inquire
6965,i do ! ,inform
6966,nice . okay so is it in good condition ? it doesn't look used does it ? ,inquire
6967,"it's in excellent condition . one owner household , one person sleeping on it with minimal ware . no stains or discolorations . it's a beautiful plush pillowtop . ",inform
6968,how old is it ? ,inquire
6969,i purchased it in december of 2013 so about 3 . 5 yrs . ,inform
6970,okay so it is kind of old . would you take 100 for it ? ,init-price
6971,i'll take $125 cash if you pick it up . ,counter-price
6972,<end>,<end>
6973,"hey there , you were interested in the civic ? ",intro
6974,hi . is your car still for sale ? ,intro
6975,"it sure is , were you looking to buy it today ? ",inquire
6976,yes . i can give you $3100 cash today . ,init-price
6977,"ehh , that is way too low for me . ",vague-price
6978,what could i do to get you home in this car for at least $6000 ? ,counter-price
6979,will you accept $4500 ? that's stretching it for me . the car is almost 10 years old . ,counter-price
6980,"nearly 10 years yes , but the car only has 10 , 000 miles , there isnt a scratch on it . with the ammount of money you will save in this hybrid you could easily pay the full price , and have money to spare . . ",supplemental
6981,"i guess i could go lower , but honestly $5000 is the best i can do . ",counter-price
6982,you have a good point . $5000 is a good deal . ,agree
6983,thank you . ,thanks
6984,<end>,<end>
6985,i am interested in your toyota and would like to know more about it . ,intro
6986,"clean title , in verygood condition , how much do you offer ? ",inquire
6987,"does it have new tires , and how many miles does it have on it ? ",inquire
